primary_energy_consumption,year,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
7.029,2019,16685223.0,24314153239.0,9.971,0.0,0.0,0.0,0.599,0.01,2.857,0.433,628.57,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,0.35,20.977,0.35,17.3305,2.347,0.161,421.295,0.289,0.1815,0.1875,19.778,0.33,24077.301,188.123,94.286,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.22,-4.0045,-0.006500000000000001,6.234,0.0,0.0,485.224,0.0,3.4735,1.646,0.029,30.25,1.199,0.02,3952.095,5.714,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,19.778,0.33,11748.93,9.846,6.946,4644.527,77.495,94.286,39.774,1.3385,0.01,0.0,2.887,0.0205,0.599,0.0,147.846,2.857,0.0,0.85,20.977,1.3545,0.02,18.994,1.199,0.02,3035.644,5.714,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,0.599,0.01,132.794,2.857,0.556
473.979,2019,19197748.0,417331966568.0,9.971,0.0,0.0,0.0,280.762,5.39,6.418,0.0,456.54,0.604,0.523,4536.187,87.085,1465.276,28.13,-4.104,-1.183,4166.35,40.7945,33.496,18.595,83.98,4374.472,83.98,20.913,1.217,5.701,24689.287,1.136,2.382,8.439,2352.88,45.17,18896.338,362.767,53.787,77.459,15.548,8.764,65.131,826.659,15.87,3392.616,1.4395,2.997,17430.287,161.5675,18.897,13.907,38.34,-8.244,-5.056,53.07,1147.531,22.03,2764.393,26.232,11.332,-1.609,-2.834,105.567,2021.591,38.81,5498.917,46.213,22.541,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.401,-0.848,210.552,60.945,1.17,10967.535,-0.28,0.07900000000000001,19088.549,92.131,1.393,44.958,24.785,5.59,0.2,-13.388,-3.831,291.18,10.418,1291.047,6.656,0.238,5.292,4374.472,-1.609,-2.834,105.567,2021.591,38.81,5498.917,46.213,22.541,23.082,2.861,15.595,328.164,6.3,812.315,7.502,3.33,36.437,3.192,12.117,254.717,4.89,631.162,5.823,2.587
573.736,2019,49907987.0,671028388046.0,4.451,0.41,192.726,9.619,31.458,1.57,1.993,1.703,240.92,17.991,8.179,1074.817,53.642,162.9,8.13,0.683,4.793,14166.52,707.022,10.32,9.497,79.09,1584.716,78.78,16.479,0.43,2.456,11495.876,0.855,2.081,8.432,481.686,24.04,8289.452,413.71,30.515,73.246,1.106,1.408,128.708,263.685,13.16,2578.9,1.954,2.419,2528.297,126.182,16.705,22.787,18.98,-3.909,-6.178,134.745,1061.553,52.98,2699.869,67.251,23.856,-2.615,-5.781,151.111,1096.818,54.74,3027.786,69.485,26.754,0.31,0.392,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.497,-1.156,231.36,55.101,2.75,4635.734,2.351,12.465,10872.253,542.612,3.491,40.962,6.263,1.57,0.0,-5.403,-0.358,31.458,0.0,125.5,1.993,0.0,1.109,1578.505,-2.615,-5.781,151.111,1096.818,54.74,3027.786,69.485,26.754,1000.5,0.297,0.327,2.605,0.13,6.55,0.165,0.058,45.764,0.049,0.157,1.202,0.06,3.14,0.076,0.028
0.908,2019,786582.0,1533170985.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,636.36,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,0.11,139.846,0.11,17.3305,10.149,0.084,1154.261,0.592,0.1815,0.1875,139.846,0.11,24077.301,188.123,100.0,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.07,-4.0045,-0.006500000000000001,6.234,0.0,0.0,485.224,0.0,3.4735,1.646,0.029,30.25,0.0,0.0,3952.095,0.0,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,139.846,0.11,11748.93,-0.28,0.07900000000000001,19088.549,92.131,100.0,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,139.846,1.3545,0.02,18.994,0.0,0.0,3035.644,0.0,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
14.463,2019,5616656.0,24196673159.0,9.971,0.0,0.0,0.0,5.341,0.03,0.771,0.433,655.53,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,3.87,689.022,3.89,17.3305,-18.692,-3.325,2574.936,0.598,0.1815,0.1875,500.298,2.81,24077.301,188.123,72.237,81.358,0.5095,0.072,49.167,468.25,2.63,5931.444,1.4395,2.997,17430.287,161.5675,67.609,19.765,2.55,-4.0045,-0.006500000000000001,6.234,186.944,1.05,485.224,26.992,3.4735,1.646,0.029,30.25,192.285,1.08,3952.095,27.763,18.642,-0.02,-0.517,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,32.048,0.18,11748.93,1.745,3.436,35670.309,200.348,4.627,39.774,1.3385,0.03,0.0,2.887,0.0205,5.341,0.0,147.846,0.771,0.0,0.85,692.583,1.3545,0.02,18.994,192.285,1.08,3035.644,27.763,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
0.473,2019,16151.0,62427096792.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,500.0,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,0.04,2476.627,0.04,17.3305,0.252,0.001,29256.52,0.918,0.1815,0.1875,1857.47,0.03,24077.301,188.123,75.0,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.02,-4.0045,-0.006500000000000001,6.234,0.0,0.0,485.224,0.0,3.4735,1.646,0.029,30.25,619.157,0.01,3952.095,25.0,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,1857.47,0.03,11748.93,-0.28,0.07900000000000001,19088.549,92.131,75.0,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,2476.627,1.3545,0.02,18.994,619.157,0.01,3035.644,25.0,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,619.157,0.01,63.453,25.0,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
46.277,2019,4999549.0,74645366733.0,9.971,0.0,0.0,0.0,38.003,0.19,1.664,0.433,31.52,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,11.44,2288.206,11.42,17.3305,0.322,0.148,9256.251,0.62,0.1815,0.1875,20.002,0.1,24077.301,188.123,0.876,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.36,-4.0045,-0.006500000000000001,6.234,1550.14,7.75,485.224,67.863,3.4735,1.646,0.029,30.25,2264.204,11.32,3952.095,99.124,18.642,0.02,0.175,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,20.002,0.1,11748.93,-0.28,0.07900000000000001,19088.549,92.131,0.876,39.774,1.3385,1.7,1.51,2.887,0.0205,340.031,302.027,147.846,14.886,13.222,0.85,2284.206,1.3545,0.02,18.994,2264.204,11.32,3035.644,99.124,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,14.001,0.07,63.453,0.613,0.254,10.491,0.054,0.501,360.032,1.8,132.794,15.762,0.556
57.436,2019,28193014.0,104618149506.0,9.971,0.0,0.0,0.0,2.483,0.07,0.657,0.433,382.74,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,9.57,339.446,10.66,17.3305,6.539,3.525,2037.24,0.549,0.1815,0.1875,252.9,7.13,24077.301,188.123,66.886,81.358,0.5095,0.072,49.167,252.545,7.12,5931.444,1.4395,2.997,17430.287,161.5675,66.792,19.765,4.08,-4.0045,-0.006500000000000001,6.234,122.371,3.45,485.224,32.364,3.4735,1.646,0.029,30.25,125.208,3.53,3952.095,33.114,18.642,-1.09,-11.39,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,0.355,0.01,11748.93,-0.28,0.07900000000000001,19088.549,92.131,0.094,39.774,1.3385,0.07,0.0,2.887,0.0205,2.483,0.0,147.846,0.657,0.0,0.85,378.108,1.3545,0.02,18.994,125.208,3.53,3035.644,33.114,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.355,0.01,63.453,0.094,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
95.813,2019,3986338.0,93057982684.0,131.074,0.413,182.511,0.728,220.754,0.88,6.957,0.769,242.69,15.341,0.652,1229.189,4.9,411.405,1.64,-4.104,-1.183,4166.35,40.7945,12.964,5.178,18.78,4711.091,12.65,15.487,-2.391,-2.347,24035.391,1.03,1.401,1.003,1078.684,4.3,18213.434,72.605,33.992,76.73,4.963,1.323,27.981,659.753,2.63,7019.33,1.4395,2.997,17430.287,161.5675,20.791,29.571,3.07,-24.345,-4.735,14.421,1462.495,5.83,3617.616,46.087,15.24,-10.121,-3.055,22.018,2094.654,8.35,5523.465,66.008,23.27,6.13,32.641,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.388,-0.972,39.724,7.526,0.03,9964.914,-0.28,0.07900000000000001,19088.549,92.131,0.237,41.981,3.032,0.97,0.09,44.799,0.938,243.331,22.577,760.645,7.668,0.711,3.204,3173.338,-10.121,-3.055,22.018,2094.654,8.35,5523.465,66.008,23.27,10.948,0.019,0.206,20.069,0.08,51.6,0.632,0.217,9.877,0.31,3.632,368.759,1.47,911.094,11.621,3.838
94.151,2019,11202847.0,91703236400.0,9.971,0.0,0.0,0.0,46.417,0.52,2.512,0.433,641.06,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,20.7,1847.745,20.7,17.3305,-10.751,-11.341,8404.184,1.027,0.1815,0.1875,1768.3,19.81,24077.301,188.123,95.7,81.358,0.5095,0.072,49.167,218.694,2.45,5931.444,1.4395,2.997,17430.287,161.5675,11.836,19.765,13.27,-4.0045,-0.006500000000000001,6.234,12.497,0.14,485.224,0.676,3.4735,1.646,0.029,30.25,79.444,0.89,3952.095,4.3,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,1549.606,17.36,11748.93,-0.28,0.07900000000000001,19088.549,92.131,83.865,39.774,1.3385,0.52,0.0,2.887,0.0205,46.417,0.0,147.846,2.512,0.0,0.85,1847.745,1.3545,0.02,18.994,79.444,0.89,3035.644,4.3,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,18.745,0.21,63.453,1.014,0.254,10.491,0.054,0.501,1.785,0.02,132.794,0.097,0.556
32.493,2019,1286669.0,31800247242.0,20.079,0.021,97.069,0.125,46.632,0.06,1.165,0.385,596.12,22.772,0.036,151.048,0.194,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,0.6,5.15,4002.583,5.15,16.285,0.097,0.031,25253.969,1.022,-0.397,-0.123,3598.439,4.63,24077.301,30.98,89.903,95.568,0.5095,0.0,0.0,0.0,0.0,0.0,1.4395,2.997,17430.287,161.5675,0.0,0.0,3.07,-4.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.651,0.146,1.437,404.144,0.52,1116.579,10.097,4.432,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.515,-0.16,30.785,3598.439,4.63,23926.252,-0.28,0.07900000000000001,19088.549,92.131,89.903,94.969,0.181,0.06,0.0,12.773,0.021,46.632,0.0,140.673,1.165,0.0,0.558,4002.583,12.651,0.146,1.437,404.144,0.52,1116.579,10.097,4.432,13.781,0.063,0.54,170.984,0.22,419.894,4.272,1.667,8.139,0.042,0.591,186.528,0.24,458.943,4.66,1.822
477.905,2019,10554872.0,342069373423.0,10.253,0.368,374.477,3.953,476.557,5.03,5.868,0.832,503.5,-10.026,-18.65,15856.479,167.363,3536.756,37.33,-8.634,-14.765,14803.074,156.245,43.549,35.225,72.62,6880.235,85.72,20.782,-2.274,-11.119,45278.137,1.397,-3.597,-13.739,4302.279,45.41,34885.895,368.216,52.975,77.499,4.286,3.421,83.25,550.457,5.81,7887.306,1.4395,2.997,17430.287,161.5675,6.778,17.522,43.16,23.419,0.923,4.972,190.433,2.01,471.059,2.345,1.046,3.064,2.421,106.908,3819.09,40.31,10128.752,47.025,22.501,-13.1,-18.039,1.086,0.436,74.867,2865.975,30.25,7093.108,35.289,15.757,1.283,1.49,117.604,215.067,2.27,11142.108,-0.28,0.07900000000000001,19088.549,92.131,2.648,24.752,15.721,5.03,0.0,4.237,0.639,476.557,0.0,1489.435,5.868,0.0,3.309,8121.368,7.622,1.985,32.041,953.114,10.06,3035.644,11.736,6.744,-2.299,-0.162,5.663,219.804,2.32,536.506,2.706,1.192,14.886,0.217,1.733,66.32,0.7,164.167,0.817,0.365
28.542,2019,92947450.0,79292965259.0,9.971,0.0,0.0,0.0,0.108,0.01,0.085,0.433,24.6,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,12.71,136.744,11.79,17.3305,9.406,2.454,307.072,0.36,0.1815,0.1875,0.108,0.01,24077.301,188.123,0.085,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.29,-4.0045,-0.006500000000000001,6.234,126.523,11.76,485.224,99.746,3.4735,1.646,0.029,30.25,126.738,11.78,3952.095,99.915,18.642,0.92,7.238,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,0.108,0.01,11748.93,-0.28,0.07900000000000001,19088.549,92.131,0.085,39.774,1.3385,0.01,0.0,2.887,0.0205,0.108,0.0,147.846,0.085,0.0,0.85,126.846,1.3545,0.02,18.994,126.738,11.78,3035.644,99.915,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.108,0.01,63.453,0.085,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
216.802,2019,5814618.0,280656364923.0,35.571,0.922,604.058,3.512,1021.563,5.94,20.225,1.644,204.29,-43.667,-8.197,1818.754,10.575,569.255,3.31,-4.104,-1.183,4166.35,40.7945,11.27,4.95,35.18,6050.269,29.37,16.712,8.337,16.685,37285.684,0.772,7.017,9.781,1083.476,6.3,25653.199,149.164,21.45,69.817,-7.139,-2.228,28.981,361.159,2.1,4984.153,-25.396,-10.902,5507.768,32.026,7.15,13.565,6.0,14.09,0.005,0.042,3.44,0.02,7.218,0.068,0.02,13.854,6.499,64.486,3967.586,23.07,11090.295,78.55,30.183,5.81,16.515,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.602,20.206,109.607,153.062,0.89,18850.291,-11.15,-7.323,10035.127,58.35,3.03,51.302,18.572,5.94,0.0,0.901,0.166,1021.563,0.0,3194.076,20.225,0.0,8.693,5051.063,13.854,6.499,64.486,3967.586,23.07,11090.295,78.55,30.183,1.08,0.014,2.384,165.101,0.96,410.058,3.269,1.116,16.17,5.393,39.975,2777.482,16.15,6874.886,54.988,18.71
3.523,2019,1088710.0,3086593147.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,666.67,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,0.6,551.111,0.09,17.3305,13.387,0.416,3235.807,1.141,0.1815,0.1875,82.667,0.09,24077.301,188.123,100.0,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.06,-4.0045,-0.006500000000000001,6.234,0.0,0.0,485.224,0.0,3.4735,1.646,0.029,30.25,0.0,0.0,3952.095,0.0,18.642,0.51,85.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,82.667,0.09,11748.93,-0.28,0.07900000000000001,19088.549,92.131,100.0,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,82.667,1.3545,0.02,18.994,0.0,0.0,3035.644,0.0,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
0.756,2019,67901.0,714870398.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,571.43,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,0.14,2061.825,0.14,17.3305,4.243,0.031,11136.957,1.058,0.1815,0.1875,1767.279,0.12,24077.301,188.123,85.714,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.08,-4.0045,-0.006500000000000001,6.234,294.546,0.02,485.224,14.286,3.4735,1.646,0.029,30.25,294.546,0.02,3952.095,14.286,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,1767.279,0.12,11748.93,-0.28,0.07900000000000001,19088.549,92.131,85.714,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,2061.825,1.3545,0.02,18.994,294.546,0.02,3035.644,14.286,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
123.64,2019,10894043.0,173944046167.0,9.971,0.0,0.0,0.0,19.277,0.21,0.987,0.433,582.71,-5.711,-0.106,1696.895,14.993,326.784,3.56,-4.104,-1.183,4166.35,40.7945,16.729,6.311,21.28,1953.361,21.28,17.3305,13.57,14.773,11349.343,0.711,0.1815,0.1875,1708.273,18.61,24077.301,188.123,87.453,81.358,0.5095,0.072,49.167,509.453,5.55,5931.444,1.4395,2.997,17430.287,161.5675,26.081,19.765,12.4,-4.0045,-0.006500000000000001,6.234,119.331,1.3,485.224,6.109,3.4735,1.646,0.029,30.25,245.088,2.67,3952.095,12.547,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,872.036,9.5,11748.93,-0.28,0.07900000000000001,19088.549,92.131,44.643,39.774,1.3385,0.21,0.0,2.887,0.0205,19.277,0.0,147.846,0.987,0.0,0.85,1953.361,1.3545,0.02,18.994,245.088,2.67,3035.644,12.547,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,33.964,0.37,63.453,1.739,0.254,10.491,0.054,0.501,72.517,0.79,132.794,3.712,0.556
2.714,2019,1300946.0,62427096792.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,653.85,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,0.52,399.709,0.52,17.3305,20.916,0.469,2086.275,0.918,0.1815,0.1875,399.709,0.52,24077.301,188.123,100.0,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.34,-4.0045,-0.006500000000000001,6.234,0.0,0.0,485.224,0.0,3.4735,1.646,0.029,30.25,0.0,0.0,3952.095,0.0,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,399.709,0.52,11748.93,-0.28,0.07900000000000001,19088.549,92.131,100.0,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,399.709,1.3545,0.02,18.994,0.0,0.0,3035.644,0.0,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
211.333,2019,17340017.0,176728682555.0,30.693,0.063,15.497,0.269,25.952,0.45,1.387,0.13,171.96,-69.29,-0.225,5.74,0.1,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,0.048,30.63,1766.434,32.45,19.106,2.4,4.953,12187.595,1.196,-3.64,-5.453,415.801,7.21,8323.765,144.334,22.219,69.618,-10.828,-0.841,6.922,80.161,1.39,399.198,1.4395,2.997,17430.287,161.5675,4.284,3.339,5.58,19.165,9.555,60.993,1422.144,24.66,3517.446,75.994,29.419,18.936,9.713,62.988,1455.593,25.24,3632.526,77.781,30.382,-1.82,-5.942,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.096,-4.388,137.313,335.64,5.82,7918.827,2.661,8.579,19088.549,330.996,17.935,66.231,1.421,0.45,0.0,6.252,0.084,25.952,0.0,81.95,1.387,0.0,0.685,1871.394,18.936,9.713,62.988,1455.593,25.24,3632.526,77.781,30.382,-0.208,-0.001,0.094,2.307,0.04,5.424,0.123,0.045,6.565,0.012,0.212,5.19,0.09,12.209,0.277,0.102
40.302,2019,6222316.0,56393644127.0,9.971,0.0,0.0,0.0,133.391,0.83,13.452,0.433,238.25,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,7.46,1198.911,6.17,17.3305,11.524,4.164,6477.021,0.715,0.1815,0.1875,282.853,1.76,24077.301,188.123,28.525,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,1.47,-4.0045,-0.006500000000000001,6.234,245.889,1.53,485.224,24.797,3.4735,1.646,0.029,30.25,708.739,4.41,3952.095,71.475,18.642,1.29,17.292,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,282.853,1.76,11748.93,-0.28,0.07900000000000001,19088.549,92.131,28.525,39.774,1.3385,2.3,1.47,2.887,0.0205,369.637,236.246,147.846,37.277,23.825,0.85,991.592,1.3545,0.02,18.994,708.739,4.41,3035.644,71.475,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,93.213,0.58,63.453,9.4,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
19.945,2019,1670184.0,20617750095.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,600.0,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,1.4,838.231,1.4,17.3305,-0.137,-0.027,11941.993,0.967,0.1815,0.1875,568.8,0.95,24077.301,188.123,67.857,81.358,0.5095,0.072,49.167,562.812,0.94,5931.444,1.4395,2.997,17430.287,161.5675,67.143,19.765,0.84,-4.0045,-0.006500000000000001,6.234,269.431,0.45,485.224,32.143,3.4735,1.646,0.029,30.25,269.431,0.45,3952.095,32.143,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,5.987,0.01,11748.93,-8.959,-8.464,51495.027,86.006,0.714,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,838.231,1.3545,0.02,18.994,269.431,0.45,3035.644,32.143,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
2.587,2019,3240194.0,62427096792.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,575.0,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,0.4,123.449,0.4,17.3305,-1.17,-0.031,798.517,0.918,0.1815,0.1875,108.018,0.35,24077.301,188.123,87.5,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.23,-4.0045,-0.006500000000000001,6.234,0.0,0.0,485.224,0.0,3.4735,1.646,0.029,30.25,15.431,0.05,3952.095,12.5,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,108.018,0.35,11748.93,-0.28,0.07900000000000001,19088.549,92.131,87.5,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,123.449,1.3545,0.02,18.994,15.431,0.05,3035.644,12.5,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,15.431,0.05,63.453,12.5,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
