primary_energy_consumption,year,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
11.849,2019,11105165.0,18799472313.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,556.6,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,1.06,95.451,1.06,17.3305,2.784,0.321,1067.026,0.63,0.1815,0.1875,80.143,0.89,24077.301,188.123,83.962,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.59,-4.0045,-0.006500000000000001,6.234,15.308,0.17,485.224,16.038,3.4735,1.646,0.029,30.25,15.308,0.17,3952.095,16.038,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,80.143,0.89,11748.93,-0.28,0.07900000000000001,19088.549,92.131,83.962,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,95.451,1.3545,0.02,18.994,15.308,0.17,3035.644,16.038,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
48.674,2019,9943637.0,46684518271.0,9.971,0.0,0.0,0.0,97.55,0.97,9.099,0.433,342.4,-5.711,-0.106,1696.895,14.993,5.028,0.05,-4.104,-1.183,4166.35,40.7945,0.469,6.311,10.91,1097.184,10.66,17.3305,10.02,4.433,4894.96,1.043,0.1815,0.1875,504.845,5.02,24077.301,188.123,47.092,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,3.65,-4.0045,-0.006500000000000001,6.234,244.377,2.43,485.224,22.795,3.4735,1.646,0.029,30.25,567.197,5.64,3952.095,52.908,18.642,0.25,2.291,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,499.817,4.97,11748.93,-0.28,0.07900000000000001,19088.549,92.131,46.623,39.774,1.3385,1.27,0.3,2.887,0.0205,127.72,30.17,147.846,11.914,2.814,0.85,1072.042,1.3545,0.02,18.994,567.197,5.64,3035.644,52.908,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,112.635,1.12,63.453,10.507,0.254,10.491,0.054,0.501,82.465,0.82,132.794,7.692,0.556
344.545,2019,7485817.0,371582312306.0,-7.606,-0.049,79.666,0.596,18.702,0.14,0.379,0.173,776.67,-4.232,-3.171,9587.353,71.769,2813.32,21.06,-4.104,-1.183,4166.35,40.7945,57.011,20.831,49.32,6588.459,36.94,10.725,-5.234,-19.029,46026.332,0.927,-5.247,-19.029,4913.291,36.78,45908.891,343.666,99.567,99.747,3.275,0.988,31.162,2075.926,15.54,4162.755,1.4395,2.997,17430.287,161.5675,42.068,9.044,28.69,-4.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.412,-0.002,0.871,21.374,0.16,116.405,0.433,0.253,12.38,25.101,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.54,-16.846,240.735,24.045,0.18,32158.783,-0.28,0.07900000000000001,19088.549,92.131,0.487,69.872,0.232,0.14,0.0,10.598,0.022,18.702,0.0,31.019,0.379,0.0,0.067,4934.665,-4.412,-0.002,0.871,21.374,0.16,116.405,0.433,0.253,160.066,0.025,0.041,2.672,0.02,5.489,0.054,0.012,0.0,-0.0,0.002,0.0,0.0,0.231,0.0,0.001
274.892,2019,9770346.0,266658311342.0,4.704,0.105,238.949,2.335,228.242,2.23,6.505,0.854,266.04,-13.408,-3.311,2188.969,21.387,412.473,4.03,-12.935,-1.717,1182.59,11.554,11.756,7.82,46.86,4796.146,34.28,14.219,1.361,3.69,28135.389,1.031,-0.025,-0.054,1360.238,13.29,22287.684,217.758,38.769,79.626,2.303,2.216,98.44,890.45,8.7,10075.386,1.4395,2.997,17430.287,161.5675,25.379,35.996,9.12,-1.351,-0.01,0.542,22.517,0.22,55.482,0.642,0.198,7.289,3.513,55.719,2148.337,20.99,5702.873,61.231,20.374,12.58,26.846,3.528,1.18,40.317,1667.29,16.29,4126.449,47.52,14.742,1.075,1.042,97.931,57.316,0.56,10023.329,-0.28,0.07900000000000001,19088.549,92.131,1.634,35.81,7.016,2.25,0.02,-2.73,-0.197,230.289,2.047,718.053,6.564,0.058,2.565,3508.576,17.16,2.333,15.402,481.047,4.7,1576.425,13.711,5.632,137.997,2.141,3.705,153.526,1.5,379.254,4.376,1.355,20.099,0.295,1.804,74.716,0.73,184.687,2.13,0.66
63.328,2019,360709.0,15550746271.0,-1.44,-0.003,555.69,0.2,0.0,0.0,0.0,0.31,28.41,-2.083,-0.028,3619.415,1.306,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,2.016,19.36,53672.074,19.36,60.568,-4.71,-3.13,175565.688,4.072,-14.107,-2.037,0.0,0.0,34386.789,12.404,0.0,19.157,0.5095,0.0,0.0,0.0,0.0,0.0,1.4395,2.997,17430.287,161.5675,0.0,0.0,0.55,-2.544,-1.04,33.32,36954.996,13.33,92374.898,68.853,51.462,-1.716,-1.011,52.344,53672.074,19.36,145113.766,100.0,80.843,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.33,-2.009,11.098,0.0,0.0,30767.375,-0.28,0.07900000000000001,19088.549,92.131,0.0,17.141,18.807,6.02,6.02,0.138,0.026,16689.354,16689.354,52138.102,31.095,31.095,29.046,53672.074,-1.716,-1.011,52.344,53672.074,19.36,145113.766,100.0,80.843,15.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.566,0.005,0.016,27.723,0.01,45.079,0.052,0.025
187.796,2019,4933493.0,294503693886.0,21.86,0.391,441.499,2.178,172.292,0.85,2.753,1.171,311.95,-28.432,-4.664,2379.813,11.741,103.375,0.51,-4.104,-1.183,4166.35,40.7945,1.652,6.314,31.51,6386.956,30.87,18.403,0.505,0.943,38065.551,0.638,-2.303,-3.621,3835.011,18.92,31137.367,153.616,61.289,82.61,2.022,1.053,53.159,3224.896,15.91,10775.093,1.4395,2.997,17430.287,161.5675,51.539,28.587,9.63,27.733,0.468,2.195,180.4,0.89,444.82,2.883,1.18,16.551,4.28,32.338,2422.219,11.95,6554.747,38.711,17.39,0.64,2.031,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011,-0.01,88.716,506.74,2.5,17982.461,-0.28,0.07900000000000001,19088.549,92.131,8.098,47.709,2.671,0.85,0.0,0.76,0.02,172.292,0.0,541.443,2.753,0.0,1.436,6257.23,16.551,4.28,32.338,2422.219,11.95,6554.747,38.711,17.39,86.276,0.039,0.084,6.081,0.03,16.964,0.097,0.045,15.968,3.363,25.21,2063.447,10.18,5110.022,32.977,13.557
301.506,2019,8657466.0,296799271432.0,15.103,0.064,56.234,0.487,12.706,0.11,0.151,0.162,634.03,5.691,3.117,6687.735,57.899,2529.608,21.9,-4.104,-1.183,4166.35,40.7945,30.12,19.236,66.4,7669.681,72.71,24.544,3.181,9.294,34826.125,1.016,2.047,5.862,7993.101,69.2,33756.762,292.248,95.173,97.097,1.393,1.473,107.219,5324.884,46.1,12384.546,0.239,0.238,11506.599,99.618,63.403,35.623,46.1,-4.1,-0.003,0.055,0.0,0.0,6.303,0.0,0.018,55.446,3.219,8.737,405.43,3.51,1009.162,4.827,2.903,-6.31,-9.503,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.011,1.272,127.13,138.609,1.2,14684.48,-0.28,0.07900000000000001,19088.549,92.131,1.65,42.238,0.334,0.11,0.0,-14.398,-0.056,12.706,0.0,38.605,0.151,0.0,0.111,8398.531,55.446,3.219,8.737,405.43,3.51,1009.162,4.827,2.903,70.377,3.162,7.709,370.778,3.21,890.464,4.415,2.561,52.095,0.052,0.152,21.946,0.19,17.556,0.261,0.05
41.236,2019,2823275.0,20429119874.0,9.971,0.0,0.0,0.0,24.794,0.07,1.509,0.433,571.12,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,4.64,1643.481,4.64,17.3305,10.737,3.998,14605.562,2.018,0.1815,0.1875,1434.504,4.05,24077.301,188.123,87.284,81.358,0.5095,0.072,49.167,446.29,1.26,5931.444,1.4395,2.997,17430.287,161.5675,27.155,19.765,2.65,-4.0045,-0.006500000000000001,6.234,56.672,0.16,485.224,3.448,3.4735,1.646,0.029,30.25,208.977,0.59,3952.095,12.716,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,988.214,2.79,11748.93,-0.28,0.07900000000000001,19088.549,92.131,60.129,39.774,1.3385,0.07,0.0,2.887,0.0205,24.794,0.0,147.846,1.509,0.0,0.85,1643.481,1.3545,0.02,18.994,208.977,0.59,3035.644,12.716,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,31.878,0.09,63.453,1.94,0.254,10.491,0.054,0.501,95.634,0.27,132.794,5.819,0.556
110.709,2019,10671893.0,96062846478.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,596.69,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,20.67,1936.864,20.53,17.3305,-2.016,-2.278,10373.842,1.152,0.1815,0.1875,1646.381,17.57,24077.301,188.123,85.582,81.358,0.5095,0.072,49.167,1561.11,16.66,5931.444,1.4395,2.997,17430.287,161.5675,81.15,19.765,12.25,-4.0045,-0.006500000000000001,6.234,1.874,0.02,485.224,0.097,3.4735,1.646,0.029,30.25,277.364,2.96,3952.095,14.418,18.642,0.14,0.677,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,85.271,0.91,11748.93,-0.28,0.07900000000000001,19088.549,92.131,4.433,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,1923.745,1.3545,0.02,18.994,277.364,2.96,3035.644,14.418,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,193.03,2.06,63.453,10.034,0.254,10.491,0.054,0.501,82.46,0.88,132.794,4.286,0.556
85.95,2019,51202829.0,168452589868.0,9.971,0.0,0.0,0.0,2.93,0.15,1.298,0.433,102.94,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,11.76,229.675,11.56,17.3305,4.087,3.375,1678.614,0.51,0.1815,0.1875,25.585,1.31,24077.301,188.123,11.332,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,1.19,-4.0045,-0.006500000000000001,6.234,62.692,3.21,485.224,27.768,3.4735,1.646,0.029,30.25,200.184,10.25,3952.095,88.668,18.642,0.2,1.701,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,25.585,1.31,11748.93,-0.28,0.07900000000000001,19088.549,92.131,11.332,39.774,1.3385,5.39,5.24,2.887,0.0205,105.268,102.338,147.846,46.626,45.329,0.85,225.769,1.3545,0.02,18.994,200.184,10.25,3035.644,88.668,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,1.758,0.09,63.453,0.779,0.254,10.491,0.054,0.501,30.467,1.56,132.794,13.495,0.556
0.316,2019,123928.0,62427096792.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,500.0,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,0.04,322.768,0.04,17.3305,0.741,0.002,2550.497,0.918,0.1815,0.1875,242.076,0.03,24077.301,188.123,75.0,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.02,-4.0045,-0.006500000000000001,6.234,0.0,0.0,485.224,0.0,3.4735,1.646,0.029,30.25,80.692,0.01,3952.095,25.0,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,242.076,0.03,11748.93,-0.28,0.07900000000000001,19088.549,92.131,75.0,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,322.768,1.3545,0.02,18.994,80.692,0.01,3035.644,25.0,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,80.692,0.01,63.453,25.0,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
28.325,2019,1755048.0,62427096792.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,960.63,-5.711,-0.106,1696.895,14.993,3430.106,6.02,-4.104,-1.183,4166.35,40.7945,94.803,6.311,6.37,3629.53,6.35,17.3305,9.963,2.566,16139.251,0.918,0.1815,0.1875,3441.501,6.04,24077.301,188.123,95.118,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,6.1,-4.0045,-0.006500000000000001,6.234,119.655,0.21,485.224,3.307,3.4735,1.646,0.029,30.25,176.633,0.31,3952.095,4.882,18.642,0.02,0.314,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,11.396,0.02,11748.93,-0.28,0.07900000000000001,19088.549,92.131,0.315,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,3618.135,1.3545,0.02,18.994,176.633,0.31,3035.644,4.882,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,5.698,0.01,63.453,0.157,0.254,10.491,0.054,0.501,51.281,0.09,132.794,1.417,0.556
442.856,2019,4442201.0,219207651814.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.52,-19.202,-0.525,496.935,2.207,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,0.498,75.04,16892.527,75.04,16.947,-8.194,-39.526,99692.883,2.02,-8.2,-39.544,16870.016,74.94,99655.984,442.692,99.867,99.965,-13.138,-27.79,183.732,9544.818,42.4,41360.688,-21.343,-35.965,29837.463,132.544,56.503,41.489,48.74,-4.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.698,0.017,0.154,22.511,0.1,34.647,0.133,0.035,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.19,-11.23,256.752,7325.198,32.54,57798.363,-2.361,-40.323,375384.062,1667.531,43.364,57.978,0.0,0.0,0.0,2.887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16892.527,12.698,0.017,0.154,22.511,0.1,34.647,0.133,0.035,10.005,0.013,0.145,13.507,0.06,32.618,0.08,0.033,85.816,0.004,0.009,9.005,0.04,2.029,0.053,0.002
46.0,2019,6494036.0,31253353975.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,98.2,-5.711,-0.106,1696.895,14.993,174.006,1.13,-4.104,-1.183,4166.35,40.7945,7.548,6.311,14.97,2305.192,14.97,17.3305,-9.546,-4.855,7083.414,1.472,0.1815,0.1875,194.024,1.26,24077.301,188.123,8.417,81.358,0.5095,0.072,49.167,13.859,0.09,5931.444,1.4395,2.997,17430.287,161.5675,0.601,19.765,1.47,-4.0045,-0.006500000000000001,6.234,2111.168,13.71,485.224,91.583,3.4735,1.646,0.029,30.25,2111.168,13.71,3952.095,91.583,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,6.159,0.04,11748.93,-0.28,0.07900000000000001,19088.549,92.131,0.267,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,2305.192,1.3545,0.02,18.994,2111.168,13.71,3035.644,91.583,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
73.08,2019,7237635.0,49243304815.0,9.971,0.0,0.0,0.0,6.908,0.05,0.16,0.433,350.51,-5.711,-0.106,1696.895,14.993,1576.482,11.41,-4.104,-1.183,4166.35,40.7945,36.524,6.311,8.47,1170.272,31.24,17.3305,2.226,1.591,10097.163,1.484,0.1815,0.1875,1576.482,11.41,24077.301,188.123,36.524,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,10.95,-4.0045,-0.006500000000000001,6.234,2727.41,19.74,485.224,63.188,3.4735,1.646,0.029,30.25,2739.845,19.83,3952.095,63.476,18.642,-22.77,-268.831,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,0.0,0.0,11748.93,-0.28,0.07900000000000001,19088.549,92.131,0.0,39.774,1.3385,0.05,0.0,2.887,0.0205,6.908,0.0,147.846,0.16,0.0,0.85,4316.327,1.3545,0.02,18.994,2739.845,19.83,3035.644,63.476,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,5.527,0.04,63.453,0.128,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
45.263,2019,1914267.0,49380620266.0,-5.6,-0.025,217.313,0.416,485.826,0.93,14.441,0.928,223.6,-15.426,-0.087,249.007,0.477,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,1.063,7.56,3949.292,6.44,16.294,2.874,1.264,23645.102,0.917,6.307,2.131,1697.778,3.25,18762.727,35.917,50.466,80.106,-4.351,-0.597,13.119,1697.778,3.25,6853.21,1.4395,2.997,17430.287,161.5675,50.466,29.259,1.44,-13.325,-0.832,5.217,1102.25,2.11,2725.178,32.764,11.635,-8.407,-0.825,8.92,1666.434,3.19,4659.669,49.534,19.894,1.12,14.815,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.429,2.815,22.321,0.0,0.0,11660.509,-0.28,0.07900000000000001,19088.549,92.131,0.0,49.784,2.898,0.93,0.0,-1.727,-0.051,485.826,0.0,1513.993,14.441,0.0,6.464,3364.212,-8.407,-0.825,8.92,1666.434,3.19,4659.669,49.534,19.894,146.426,0.005,0.008,0.0,0.0,4.056,0.0,0.017,26.189,0.078,0.381,78.359,0.15,199.129,2.329,0.85
105.071,2019,5794601.0,68525451094.0,9.971,0.0,0.0,0.0,5.177,0.03,0.139,0.433,625.75,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,21.68,3741.414,21.59,17.3305,0.927,0.965,18132.562,1.533,0.1815,0.1875,3532.599,20.47,24077.301,188.123,94.812,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,13.51,-4.0045,-0.006500000000000001,6.234,165.671,0.96,485.224,4.447,3.4735,1.646,0.029,30.25,193.283,1.12,3952.095,5.188,18.642,0.09,0.415,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,3532.599,20.47,11748.93,-0.28,0.07900000000000001,19088.549,92.131,94.812,39.774,1.3385,0.03,0.0,2.887,0.0205,5.177,0.0,147.846,0.139,0.0,0.85,3725.882,1.3545,0.02,18.994,193.283,1.12,3035.644,5.188,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,20.709,0.12,63.453,0.556,0.254,10.491,0.054,0.501,1.726,0.01,132.794,0.046,0.556
4.024,2019,2209414.0,4996214053.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,25.64,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,0.93,420.926,0.39,17.3305,4.024,0.156,1821.103,0.805,0.1815,0.1875,0.0,0.0,24077.301,188.123,0.0,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.01,-4.0045,-0.006500000000000001,6.234,176.517,0.39,485.224,100.0,3.4735,1.646,0.029,30.25,176.517,0.39,3952.095,100.0,18.642,0.54,58.065,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,0.0,0.0,11748.93,-0.28,0.07900000000000001,19088.549,92.131,0.0,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,176.517,1.3545,0.02,18.994,176.517,0.39,3035.644,100.0,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
3.623,2019,5043719.0,3959325948.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,452.38,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,0.42,83.272,0.42,17.3305,66.206,1.443,718.299,0.915,0.1815,0.1875,57.497,0.29,24077.301,188.123,69.048,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.19,-4.0045,-0.006500000000000001,6.234,25.775,0.13,485.224,30.952,3.4735,1.646,0.029,30.25,25.775,0.13,3952.095,30.952,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,57.497,0.29,11748.93,-0.28,0.07900000000000001,19088.549,92.131,69.048,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,83.272,1.3545,0.02,18.994,25.775,0.13,3035.644,30.952,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
224.729,2019,6951040.0,115851209708.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,809.99,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,35.41,5094.202,34.63,17.3305,-14.664,-38.618,32330.232,1.94,0.1815,0.1875,4980.549,34.62,24077.301,188.123,99.971,81.358,0.5095,0.072,49.167,3344.823,23.25,5931.444,14.793,20.68,23086.502,160.475,67.138,19.765,28.05,-4.0045,-0.006500000000000001,6.234,0.0,0.0,485.224,0.0,3.4735,1.646,0.029,30.25,1.439,0.01,3952.095,0.029,18.642,0.78,2.203,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,1635.726,11.37,11748.93,5.132,31.875,93938.906,652.973,32.833,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,4981.988,1.3545,0.02,18.994,1.439,0.01,3035.644,0.029,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,1.439,0.01,63.453,0.029,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
70.597,2019,2795057.0,78562641002.0,-3.46,-0.031,312.325,0.873,189.62,0.53,15.868,1.243,170.66,-6.102,-0.15,825.942,2.309,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,3.286,12.68,4536.58,3.34,5.041,-0.525,-0.372,25257.848,0.899,-1.586,-1.014,311.264,0.87,22510.846,62.919,26.048,89.564,-3.642,-0.815,21.572,186.043,0.52,7717.753,1.4395,2.997,17430.287,161.5675,15.569,30.707,0.57,-19.861,-0.217,0.855,125.221,0.35,305.879,10.479,1.217,7.467,0.594,7.331,883.703,2.47,2622.862,73.952,10.436,9.34,73.659,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.124,-0.049,39.039,125.221,0.35,13967.15,-0.28,0.07900000000000001,19088.549,92.131,10.479,55.571,1.666,0.53,0.0,-1.805,-0.031,189.62,0.0,596.142,15.868,0.0,2.372,1194.967,7.467,0.594,7.331,883.703,2.47,2622.862,73.952,10.436,5.196,0.01,0.225,32.2,0.09,80.676,2.695,0.321,30.952,0.863,3.711,536.662,1.5,1327.839,44.91,5.283
47.288,2019,620167.0,34122291521.0,7.18,0.1,2401.195,1.489,451.491,0.28,26.168,3.156,168.22,9.574,0.046,858.1,0.532,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,1.128,6.95,11206.658,1.07,2.335,1.846,0.857,76250.828,1.386,0.995,0.429,435.367,0.27,70213.812,43.544,25.234,92.282,0.062,0.005,7.956,306.369,0.19,12828.139,1.4395,2.997,17430.287,161.5675,17.757,16.86,0.18,15.237,0.034,0.265,177.372,0.11,426.725,10.28,0.561,10.288,0.414,3.642,1289.975,0.8,5872.477,74.766,7.718,5.88,84.604,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.089,0.378,35.057,128.998,0.08,56527.578,-0.28,0.07900000000000001,19088.549,92.131,7.477,74.294,0.869,0.28,0.0,28.069,0.19,451.491,0.0,1401.482,26.168,0.0,1.842,1725.342,10.288,0.414,3.642,1289.975,0.8,5872.477,74.766,7.718,9.821,0.027,0.323,209.621,0.13,520.4,12.15,0.684,10.491,0.063,0.696,451.491,0.28,1122.673,26.168,1.476
